,track_id,n_frames_present,frame1,framef,mean_dn,std_dn,mean_dist,completeness,gap
82,1142,184,176,359,47441.12882133152,5958.7208244962,1.983541328850853,1.0,0
83,550,1,82,82,47050.140625,,,1.0,0
84,833,1,128,128,46809.21875,,,1.0,0
85,1,190,0,189,46353.79832313939,12222.078485793598,2.221183138340333,1.0,0
86,1319,6,206,211,46087.083333333336,5094.1561529761675,1.9542469353750405,1.0,0
87,1888,3,313,315,45972.630208333336,11604.246558679097,2.5495097567964904,1.0,0
88,866,2,130,131,45865.609375,10276.570676222847,2.549509756796406,1.0,0
89,1069,3,162,164,45741.606770833336,140.03169749054365,2.1621472563028976,1.0,0
90,782,1,125,125,45138.65625,,,1.0,0
91,212,333,27,359,44909.206732122744,5947.630091447348,1.9664289592731066,1.0,0
92,784,1,125,125,44855.484375,,,1.0,0
93,621,1,94,94,44585.390625,,,1.0,0
94,1666,3,272,274,44554.364583333336,8510.517174568085,2.1513878188659974,1.0,0
95,139,2,16,17,44438.95703125,6876.077592681557,1.7207879332187501,1.0,0
96,22,26,0,25,44366.426457331734,5934.970148773913,1.9085669875234343,1.0,0
97,1715,4,282,285,44359.5576171875,4295.221115916481,2.12103789655984,1.0,0
98,1243,167,193,359,44338.20587340943,7718.655425016362,2.243802720159355,1.0,0
99,1350,12,213,224,43943.689778645836,4380.017485566179,2.0744150649411424,1.0,0
100,1134,1,174,174,43445.2578125,,,1.0,0
101,1290,4,201,204,43112.16015625,6277.014219273523,1.9686397911564384,1.0,0
102,642,1,97,97,43051.75390625,,,1.0,0
103,685,1,105,105,42663.3828125,,,1.0,0
104,692,1,107,107,42359.22265625,,,1.0,0
105,1126,1,173,173,42333.71875,,,1.0,0
106,211,333,27,359,42206.06972011073,5221.552700816416,1.9610037354614653,1.0,0
107,8,324,0,323,42039.35732542438,9218.071185350862,2.219879056477286,1.0,0
108,1751,9,288,296,41996.50564236111,5870.749041401282,2.0567247152424324,1.0,0
109,1483,118,242,359,41880.06685315148,6341.973008249969,2.0104076955069967,1.0,0
110,1406,15,226,240,41852.532421875,5164.798470056561,2.0288056594393615,1.0,0
111,1740,3,286,288,41688.321614583336,2493.377447360569,1.9536393782183,1.0,0
112,1576,102,258,359,41633.494466145836,7811.914682580293,2.2953060949777058,1.0,0
113,939,1,139,139,41515.1875,,,1.0,0
114,1206,1,186,186,41352.703125,,,1.0,0
115,1041,3,157,159,41224.197916666664,7622.929683401861,2.664213562373095,1.0,0
116,1664,1,272,272,41171.484375,,,1.0,0
117,569,5,86,90,41111.50390625,7166.4826801,2.4149519498657743,1.0,0
118,37,3,0,2,40948.927083333336,258.0120024834057,1.4212747891211162,1.0,0
119,722,1,113,113,40827.2109375,,,1.0,0
120,1169,1,180,180,40794.3828125,,,1.0,0
121,17,26,0,25,40626.359900841344,6336.075762988211,1.9315263369146862,1.0,0
122,59,1,3,3,40544.34765625,,,1.0,0
123,1222,1,189,189,40293.10546875,,,1.0,0
124,831,1,128,128,40281.125,,,1.0,0
125,1526,1,248,248,40253.44921875,,,1.0,0
126,1181,34,182,215,40247.2998046875,6256.208727315302,2.3717235916653747,1.0,0
127,1953,1,323,323,40055.2578125,,,1.0,0
128,1839,57,303,359,40044.85814144737,5606.5767076715465,2.0209189810263237,1.0,0
129,1050,2,159,160,39805.025390625,7925.852187021314,2.5,1.0,0
130,805,1,126,126,39749.921875,,,1.0,0
131,1203,1,185,185,39374.13671875,,,1.0,0
132,279,1,41,41,39348.75390625,,,1.0,0
133,101,1,10,10,39257.16015625,,,1.0,0
134,832,1,128,128,39066.35546875,,,1.0,0
135,2103,1,346,346,39065.9140625,,,1.0,0
136,188,1,23,23,39016.42578125,,,1.0,0
137,1305,2,204,205,38859.1171875,8380.253920145457,2.6832815729997477,1.0,0
138,834,1,128,128,38772.3125,,,1.0,0
139,1809,4,298,301,38713.138671875,7943.4184609953245,2.140014673039912,1.0,0
140,1099,8,168,175,38708.755615234375,5880.674315286434,2.039233650384679,1.0,0
141,1282,1,199,199,38663.62109375,,,1.0,0
142,1921,1,319,319,38534.8125,,,1.0,0
143,1037,5,157,161,38521.13125,419.93949327684277,2.126616263620662,1.0,0
144,64,11,4,14,38463.361860795456,4548.963325599537,2.299956492217099,1.0,0
145,160,21,19,39,38425.694661458336,4944.125478415859,2.0930402535698622,1.0,0
146,1671,3,273,275,38409.283854166664,466.7465238491096,2.5153493396504034,1.0,0
147,845,2,129,130,38300.38671875,29823.427263507623,2.9795392799873452,1.0,0
148,1694,3,278,280,38294.6953125,6851.873142935388,1.8027756377319946,1.0,0
149,26,6,0,5,38177.59375,4668.555119909091,1.6625083054903735,1.0,0
150,124,22,13,34,37699.09090909091,4444.261762424072,2.100312348701659,1.0,0
151,2159,1,356,356,37642.33984375,,,1.0,0
152,82,6,5,10,37634.910481770836,4896.115788259391,2.252490339853304,1.0,0
153,1217,2,189,190,37533.9296875,5049.858320561009,1.6666666666666514,1.0,0
154,1338,2,209,210,37404.677734375,425.92963663792654,2.8284271247461903,1.0,0
155,1245,1,193,193,37223.8125,,,1.0,0
156,1258,1,195,195,37149.75,,,1.0,0
157,1577,1,258,258,36891.6875,,,1.0,0
158,846,1,129,129,36835.16015625,,,1.0,0
159,1316,1,205,205,36750.171875,,,1.0,0
160,286,6,42,47,36746.075846354164,6566.866368908079,2.2855212855397276,1.0,0
161,1589,1,260,260,36679.7265625,,,1.0,0
162,884,1,132,132,36629.8671875,,,1.0,0
163,1168,3,180,182,36481.110677083336,261.13007122524954,2.1225104117200155,1.0,0
164,1191,1,184,184,36466.46875,,,1.0,0
165,1612,1,264,264,36429.1796875,,,1.0,0
166,1627,1,266,266,36254.2421875,,,1.0,0
167,4,101,0,100,36178.524162670175,5357.475987614205,2.2678002252251983,1.0,0
168,1710,1,281,281,36117.375,,,1.0,0
169,1241,3,192,194,36103.947916666664,6200.214724909479,2.310660171779821,1.0,0
170,1692,3,277,279,36095.889322916664,8524.46229386678,2.402443057161611,1.0,0
171,982,2,147,148,36022.611328125,43.73842140659758,2.8284271247461903,1.0,0
172,1341,2,211,212,35924.025390625,351.2635799620095,2.061552812808731,1.0,0
173,1027,3,155,157,35907.09765625,2475.3854341911656,2.1287242666499426,1.0,0
174,1035,1,157,157,35842.296875,,,1.0,0
175,2136,1,352,352,35794.25,,,1.0,0
176,847,1,129,129,35729.14453125,,,1.0,0
177,2117,1,348,348,35667.04296875,,,1.0,0
178,1225,1,190,190,35658.31640625,,,1.0,0
179,2091,1,344,344,35623.0,,,1.0,0
180,197,9,25,33,35495.113932291664,7307.0867625929,2.2199031535090845,1.0,0
181,1345,6,212,217,35287.723958333336,2314.83700400013,2.4144735256974874,1.0,0
182,2128,1,350,350,35276.0625,,,1.0,0
183,27,4,0,3,35269.05859375,7003.040191123975,1.7772202217577968,1.0,0
184,80,2,5,6,35240.3076171875,7520.1980086931535,2.5,1.0,0
185,1149,183,177,359,35221.67707266052,5755.0845008383485,2.1693839318262413,1.0,0
186,1109,1,170,170,35126.3828125,,,1.0,0
187,999,6,150,155,35085.08984375,4537.0562492902745,2.1506273081388176,1.0,0
188,31,6,0,5,35044.796549479164,3549.578320530961,1.6577873409980715,1.0,0
189,1177,2,182,183,34909.193359375,7282.053559837876,2.5,1.0,0
190,848,1,129,129,34792.98046875,,,1.0,0
191,1347,1,212,212,34699.66796875,,,1.0,0
192,1239,1,192,192,34670.1875,,,1.0,0
193,1166,3,180,182,34599.813802083336,765.8612963076862,2.5005099397542505,1.0,0
194,1733,1,284,284,34535.50390625,,,1.0,0
195,1072,2,163,164,34343.41015625,5013.326311623614,2.2276669409945313,1.0,0
196,1092,1,166,166,34259.33984375,,,1.0,0
197,785,1,125,125,33997.0703125,,,1.0,0
198,1394,1,223,223,33954.1171875,,,1.0,0
199,1205,3,186,188,33924.618489583336,3663.7460461240644,2.1617959490570935,1.0,0
200,1097,12,167,178,33892.651041666664,3943.3518405904274,2.146803112133586,1.0,0
201,176,338,22,359,33868.90366702108,4282.228629057143,1.9049140521079206,1.0,0
202,338,308,52,359,33695.43609222808,3409.0062663391445,1.9284473277467258,1.0,0
203,182,1,23,23,33591.62109375,,,1.0,0
204,1359,46,216,261,33464.51125169837,5446.1303525645635,2.3744058040772797,1.0,0
205,110,1,11,11,33262.01953125,,,1.0,0
206,1443,1,234,234,33237.41015625,,,1.0,0
207,1714,2,282,283,32913.962890625,65.23888697205103,1.5811388300841898,1.0,0
208,362,1,55,55,32801.4296875,,,1.0,0
209,287,1,43,43,32801.03515625,,,1.0,0
210,850,1,129,129,32766.90625,,,1.0,0
211,35,2,0,1,32599.736328125,4993.916782907216,1.0606601717798212,1.0,0
212,303,5,45,49,32592.19375,1604.7239407109032,2.279670322183115,1.0,0
213,1458,1,237,237,32513.986328125,,,1.0,0
214,878,2,131,132,32476.80859375,3144.29945788264,1.9525624189766635,1.0,0
215,1385,3,220,222,32194.654947916668,5183.922825521904,2.3047511554864064,1.0,0
216,1474,1,240,240,32188.15234375,,,1.0,0
217,217,14,28,41,32107.53836495536,5699.0678646718825,2.314711795430845,1.0,0
218,356,1,55,55,31983.740234375,,,1.0,0
219,1276,1,198,198,31981.189453125,,,1.0,0
220,1518,2,247,248,31931.087890625,580.3109343491707,1.5000000000000908,1.0,0
221,852,1,129,129,31839.298828125,,,1.0,0
222,1865,1,309,309,31782.06640625,,,1.0,0
223,1703,1,280,280,31779.66015625,,,1.0,0
224,1132,2,174,175,31748.177734375,4347.68195189172,2.3048861143232218,1.0,0
225,1300,2,203,204,31742.560546875,223.0258982036195,2.8284271247461903,1.0,0
226,2048,1,337,337,31683.189453125,,,1.0,0
227,1167,1,180,180,31682.7265625,,,1.0,0
228,652,1,99,99,31654.568359375,,,1.0,0
229,1960,1,324,324,31603.16796875,,,1.0,0
230,849,1,129,129,31594.81640625,,,1.0,0
231,1990,1,328,328,31569.85546875,,,1.0,0
232,119,5,13,17,31490.9953125,5537.036462266339,2.29064213095423,1.0,0
233,2085,1,343,343,31457.498046875,,,1.0,0
234,786,1,125,125,31382.986328125,,,1.0,0
235,1264,33,196,228,31328.890684185608,3999.5930449510424,2.169370744094394,1.0,0
236,1190,3,184,186,31296.802083333332,5421.942464559574,2.2104686356149417,1.0,0
237,2094,2,345,346,31194.9638671875,561.800480856508,2.1213203435596424,1.0,0
238,46,3,1,3,31168.125,215.73803514210545,2.0872899234430466,1.0,0
239,140,3,16,18,31159.674479166668,252.91158051087464,2.0840788883271677,1.0,0
240,168,23,20,42,31104.939792798912,3635.511024883232,1.9599047686212094,1.0,0
241,1405,4,225,228,31101.65478515625,4595.904345526372,2.2475468957064284,1.0,0
242,1505,6,245,250,31096.4404296875,1184.3550461843301,2.039246520401581,1.0,0
243,1178,1,182,182,31061.630859375,,,1.0,0
244,2155,2,356,357,31014.634765625,284.9971784485468,2.23606797749979,1.0,0
245,1736,1,285,285,31010.95703125,,,1.0,0
246,483,1,69,69,30873.615234375,,,1.0,0
247,668,1,101,101,30815.353515625,,,1.0,0
248,851,1,129,129,30699.97265625,,,1.0,0
249,1829,1,301,301,30617.96484375,,,1.0,0
250,415,2,63,64,30572.7080078125,147.4690527115593,1.9999999999998181,1.0,0
251,335,309,51,359,30548.46168335356,6186.372766755469,2.0833839989841976,1.0,0
252,10,360,0,359,30451.50136176215,3450.7946971600413,1.8154854711450594,1.0,0
253,1826,2,301,302,30442.521484375,2265.8656754591475,2.173067468400767,1.0,0
254,1371,2,217,218,30423.689453125,6464.102266428608,2.5495097567964904,1.0,0
255,1766,5,289,293,30384.176953125,4366.309765217408,2.392766952966369,1.0,0
256,1550,2,252,253,30322.7431640625,106.73031085327652,2.1213203435596424,1.0,0
257,1204,1,185,185,30322.015625,,,1.0,0
258,617,1,93,93,30318.3828125,,,1.0,0
259,1549,108,252,359,30312.514232494214,4185.612593537324,1.9524166203725717,1.0,0
260,1321,37,207,243,30267.310546875,4076.3612761002883,1.9711117605891069,1.0,0
261,1248,9,194,202,30208.826605902777,4056.582014315985,2.006083909162949,1.0,0
262,100,1,9,9,30072.263671875,,,1.0,0
263,56,4,2,5,30025.56298828125,4844.095479419123,2.1400146730399148,1.0,0
264,1427,3,230,232,30009.2734375,4450.280299852722,2.310660171779821,1.0,0
265,1821,1,299,299,29986.7109375,,,1.0,0
266,1384,2,220,221,29967.1171875,6215.054286250152,1.8027756377319946,1.0,0
267,252,4,35,38,29945.74755859375,5080.889433193602,2.360291839378409,1.0,0
268,688,1,107,107,29938.51171875,,,1.0,0
269,96,1,8,8,29891.9296875,,,1.0,0
270,657,2,100,101,29755.6533203125,55.50373911934797,2.247220505424428,1.0,0
271,994,1,148,148,29709.73046875,,,1.0,0
272,1408,2,226,227,29684.8505859375,5591.044981464411,2.5495097567964904,1.0,0
273,978,1,146,146,29637.14453125,,,1.0,0
274,1424,5,229,233,29623.559375,4585.737350453408,2.213747305448706,1.0,0
275,1745,2,286,287,29509.169921875,6809.463162049229,1.8027756377319946,1.0,0
276,95,352,8,359,29426.41134366122,5566.2235803466,1.9881050876670432,1.0,0
277,887,1,132,132,29397.6171875,,,1.0,0
278,721,1,113,113,29352.68359375,,,1.0,0
279,756,176,121,296,29350.275146484375,6588.478895753069,2.329193910191029,1.0,0
280,2131,1,351,351,29284.875,,,1.0,0
281,753,1,120,120,29228.046875,,,1.0,0
282,324,311,49,359,29080.050250577773,6637.131180903689,2.101589262461814,1.0,0
283,444,21,65,85,28963.61290922619,4339.747909610558,2.3007222070767,1.0,0
284,810,1,126,126,28939.783203125,,,1.0,0
285,42,2,0,1,28868.7412109375,175.41634338361197,1.123610252712214,1.0,0
286,1240,1,192,192,28855.921875,,,1.0,0
287,1411,1,227,227,28851.267578125,,,1.0,0
288,836,3,128,130,28780.860677083332,97.68470759843643,1.8211123528891489,1.0,0
289,1265,1,196,196,28684.44140625,,,1.0,0
290,6,226,0,225,28610.770706581858,2432.788189393091,1.6936124155181935,1.0,0
291,1299,1,202,202,28580.857421875,,,1.0,0
292,1618,5,264,268,28534.827734375,5984.153224423816,2.336655690509419,1.0,0
293,184,3,23,25,28514.313151041668,3154.6710678676777,1.8618149133341513,1.0,0
294,1395,1,223,223,28432.03125,,,1.0,0
295,1797,3,295,297,28347.216145833332,4824.945468581521,2.3156013812390923,1.0,0
296,1933,1,321,321,28344.404296875,,,1.0,0
297,1482,4,241,244,28279.86328125,6172.965018669869,2.3598666097174807,1.0,0
298,1738,1,285,285,28228.484375,,,1.0,0
299,937,1,139,139,28165.349609375,,,1.0,0
300,1398,1,224,224,28146.40234375,,,1.0,0
301,296,4,44,47,28025.16943359375,4193.874244787844,1.973815010810804,1.0,0
302,2093,2,345,346,27804.7265625,1397.568931656571,2.0883273476903113,1.0,0
303,76,2,5,6,27699.08203125,6223.346218113909,1.8027756377319946,1.0,0
304,1847,5,305,309,27625.784765625,4716.862874903074,2.3814257207295197,1.0,0
305,108,7,11,17,27603.934988839286,4077.023870007735,1.972331534987753,1.0,0
306,1982,1,327,327,27562.349609375,,,1.0,0
307,2067,2,340,341,27492.419921875,6032.286518264476,1.8027756377319946,1.0,0
308,2026,1,333,333,27427.01171875,,,1.0,0
309,316,1,47,47,27405.33984375,,,1.0,0
310,1515,5,246,250,27334.970703125,4980.618113659121,2.257882428364697,1.0,0
311,1616,1,264,264,27319.697265625,,,1.0,0
312,210,6,27,32,27217.2734375,4169.870915715956,1.9741439169271024,1.0,0
313,367,1,56,56,27183.201171875,,,1.0,0
314,1734,5,285,289,27129.001171875,4031.836400692939,2.184658807668151,1.0,0
315,1882,2,311,312,27120.96484375,972.6916687828324,2.202271554554617,1.0,0
316,1559,24,255,278,27087.773763020832,3030.912305250309,2.2675502359142787,1.0,0
317,629,3,95,97,27036.866536458332,4725.785398852819,1.9591741348635128,1.0,0
318,1461,1,237,237,26950.369140625,,,1.0,0
319,2130,4,351,354,26931.361328125,4679.955286900028,2.0351837584879964,1.0,0
320,1336,1,209,209,26888.2109375,,,1.0,0
321,1904,1,316,316,26858.560546875,,,1.0,0
322,138,1,15,15,26839.97265625,,,1.0,0
323,277,1,40,40,26762.369140625,,,1.0,0
324,1654,1,270,270,26749.87890625,,,1.0,0
325,599,2,90,91,26749.099609375,5387.753162941211,2.549509756796406,1.0,0
326,787,1,125,125,26710.923828125,,,1.0,0
327,49,3,1,3,26709.891927083332,438.3993939190751,2.1861220053849384,1.0,0
328,1010,5,152,156,26700.455859375,1809.9604215513025,1.991530489383293,1.0,0
329,163,341,19,359,26672.238722278227,4164.841706650459,1.9377383655038871,1.0,0
330,1426,130,230,359,26664.139528245192,4896.475918971005,2.1632391501044186,1.0,0
331,1579,1,258,258,26606.482421875,,,1.0,0
332,1083,13,165,177,26598.77794471154,1924.6843473783883,1.9585835577441066,1.0,0
333,207,1,26,26,26543.578125,,,1.0,0
334,1805,1,297,297,26523.67578125,,,1.0,0
335,1928,1,320,320,26462.814453125,,,1.0,0
336,54,2,2,3,26392.1669921875,262.89318619680716,2.2022715545545006,1.0,0
337,1048,1,159,159,26322.103515625,,,1.0,0
338,1729,1,284,284,26223.0625,,,1.0,0
339,2022,3,333,335,26200.9609375,4339.265412662978,1.8027756377319946,1.0,0
340,1362,1,216,216,26197.2578125,,,1.0,0
341,1917,3,318,320,26150.670572916668,4991.0134058635795,1.8027756377319946,1.0,0
342,1706,3,280,282,26150.013020833332,4498.6626617468555,2.2642116232946288,1.0,0
343,1889,1,313,313,26112.6640625,,,1.0,0
344,1251,1,194,194,26081.328125,,,1.0,0
345,1859,1,307,307,26077.724609375,,,1.0,0
346,1640,1,268,268,26052.337890625,,,1.0,0
347,1455,4,236,239,26029.61865234375,4136.412314515011,2.2890902466593253,1.0,0
348,145,5,17,21,26010.36875,4138.921197891164,1.9977785594266892,1.0,0
349,1494,1,243,243,25937.970703125,,,1.0,0
350,1716,3,282,284,25912.078125,71.00207183393957,2.1213203435596424,1.0,0
351,1687,4,277,280,25890.69140625,3482.6982727879094,2.1576827209878418,1.0,0
352,1501,5,244,248,25854.831640625,3260.195157998333,1.977564345858426,1.0,0
353,957,5,143,147,25765.503125,4551.3177862839475,2.068082353412036,1.0,0
354,1916,1,318,318,25643.669921875,,,1.0,0
355,1540,6,250,255,25617.935221354168,4464.461636162487,2.2643118376068805,1.0,0
356,2030,1,334,334,25610.44921875,,,1.0,0
357,704,2,110,111,25578.259765625,5313.611912079456,2.5,1.0,0
358,1731,24,284,307,25546.949462890625,3400.6752296559393,2.2687222672816016,1.0,0
359,2166,1,358,358,25515.548828125,,,1.0,0
360,2061,1,339,339,25491.560546875,,,1.0,0
361,1906,3,317,319,25466.102213541668,183.96770152700464,2.140175425099125,1.0,0
362,788,1,125,125,25234.263671875,,,1.0,0
363,1881,1,311,311,25132.6328125,,,1.0,0
364,2165,1,358,358,25081.40625,,,1.0,0
365,835,1,128,128,25049.515625,,,1.0,0
366,1893,1,314,314,24949.86328125,,,1.0,0
367,73,2,5,6,24936.5078125,3272.3382658588216,2.5811818998279645,1.0,0
368,175,2,21,22,24919.140625,712.4598004909988,2.1505813167606567,1.0,0
369,441,1,65,65,24857.71875,,,1.0,0
370,1772,1,290,290,24807.71875,,,1.0,0
371,297,1,44,44,24778.69921875,,,1.0,0
372,137,2,15,16,24771.5751953125,873.0324257414213,2.1213203435596424,1.0,0
373,571,90,86,175,24765.61560329861,4289.059923204078,2.3441477550253484,1.0,0
374,997,2,149,150,24764.9853515625,4933.37214583605,1.70293863659262,1.0,0
375,1534,1,250,250,24705.544921875,,,1.0,0
376,416,2,63,64,24670.6572265625,3370.522528348851,1.835755975068566,1.0,0
377,191,2,23,24,24613.0419921875,448.6053910135162,2.061552812808819,1.0,0
378,1899,1,315,315,24602.6640625,,,1.0,0
379,1763,1,289,289,24570.9453125,,,1.0,0
380,1648,6,269,274,24569.696940104168,3916.6436822451283,2.1473508075884347,1.0,0
381,202,1,26,26,24525.029296875,,,1.0,0
382,78,27,5,31,24520.01345486111,2816.0726931489603,1.9290768893756447,1.0,0
383,208,2,26,27,24518.45703125,43.98977577022249,2.1213203435596424,1.0,0
384,513,1,75,75,24389.23046875,,,1.0,0
385,419,1,64,64,24298.125,,,1.0,0
386,1780,3,292,294,24289.115885416668,2330.0613090547768,1.8610507014589273,1.0,0
387,922,223,137,359,24230.49790674047,3327.9353933620723,1.858429446253272,1.0,0
388,1830,8,301,308,24223.354736328125,3402.7032653735873,2.17338121046345,1.0,0
389,1049,2,159,160,24147.6943359375,5282.5144054545,2.5,1.0,0
390,1065,2,162,163,24143.9482421875,5332.379244207471,1.70293863659262,1.0,0
391,656,1,100,100,24126.921875,,,1.0,0
392,1551,1,252,252,24091.8984375,,,1.0,0
393,675,1,103,103,24081.9296875,,,1.0,0
394,171,1,20,20,24050.55078125,,,1.0,0
395,370,256,57,312,24026.726264953613,7171.471685301324,2.2665091808110645,1.0,0
396,575,1,87,87,24020.40234375,,,1.0,0
397,2015,3,332,334,24009.225260416668,1563.3986652795736,2.4969714424427263,1.0,0
398,1943,1,322,322,23893.18359375,,,1.0,0
399,242,3,33,35,23858.774088541668,2455.612067538569,1.92400078239132,1.0,0
400,434,1,65,65,23847.662109375,,,1.0,0
401,1957,1,323,323,23839.09375,,,1.0,0
402,1580,4,258,261,23826.01123046875,3727.6276248950235,2.377067587492728,1.0,0
403,1877,12,310,321,23741.441731770832,2342.865334542477,2.232211345181531,1.0,0
404,1835,1,302,302,23731.0390625,,,1.0,0
405,1976,5,326,330,23717.10546875,2748.446342590924,2.042258639627632,1.0,0
406,627,1,95,95,23707.830078125,,,1.0,0
407,326,1,49,49,23694.611328125,,,1.0,0
408,1811,1,298,298,23689.861328125,,,1.0,0
409,946,1,141,141,23684.177734375,,,1.0,0
410,1895,2,314,315,23639.6806640625,4401.674802693454,2.5,1.0,0
411,1959,19,324,342,23617.34576737253,5818.526871153237,2.2276549213289325,1.0,0
412,1932,3,321,323,23499.7890625,2446.1149271176187,1.8618149133341513,1.0,0
413,582,1,88,88,23497.03515625,,,1.0,0
414,1768,1,290,290,23494.4296875,,,1.0,0
415,1781,8,292,299,23475.14453125,3970.42507614109,2.18638111958743,1.0,0
416,460,1,66,66,23443.8203125,,,1.0,0
417,2008,1,331,331,23428.2421875,,,1.0,0
418,1741,5,286,290,23396.29453125,3789.05432570961,2.054200902501072,1.0,0
419,1509,1,245,245,23384.072265625,,,1.0,0
420,264,19,38,56,23351.607319078947,3461.430036468849,1.9142991039133994,1.0,0
421,561,1,84,84,23250.1953125,,,1.0,0
422,1161,120,179,298,23193.161051432293,3447.5151569944683,1.978007974071419,1.0,0
423,603,1,91,91,23185.263671875,,,1.0,0
424,766,1,122,122,23152.822265625,,,1.0,0
425,404,1,62,62,23148.076171875,,,1.0,0
426,1718,2,282,283,23123.0615234375,3062.07481641486,2.1213203435596424,1.0,0
427,2172,1,359,359,23119.373046875,,,1.0,0
428,488,1,70,70,23113.86328125,,,1.0,0
429,382,1,59,59,23102.455078125,,,1.0,0
430,1572,1,256,256,23079.23046875,,,1.0,0
431,1901,1,316,316,23072.76171875,,,1.0,0
432,2020,27,333,359,22996.319444444445,2276.5231088594364,1.8394091686718679,1.0,0
433,2051,4,337,340,22959.12841796875,2881.274507522286,2.0151387749504264,1.0,0
434,730,1,115,115,22923.734375,,,1.0,0
435,572,1,86,86,22923.609375,,,1.0,0
436,2060,1,339,339,22923.599609375,,,1.0,0
437,1369,1,217,217,22897.22265625,,,1.0,0
438,438,1,65,65,22896.603515625,,,1.0,0
439,1868,14,309,322,22849.300362723214,2818.25833132766,2.2909371988950946,1.0,0
440,1977,1,326,326,22836.1875,,,1.0,0
441,901,226,134,359,22814.846797436738,2437.274861309887,1.5846981177646262,1.0,0
442,553,1,83,83,22782.16796875,,,1.0,0
443,807,1,126,126,22723.5625,,,1.0,0
444,209,12,26,37,22700.02197265625,1796.3019976962378,2.3012019033438063,1.0,0
445,437,1,65,65,22694.494140625,,,1.0,0
446,283,2,42,43,22662.7646484375,152.9076982277949,2.23606797749979,1.0,0
447,1184,1,183,183,22636.00390625,,,1.0,0
448,440,1,65,65,22604.712890625,,,1.0,0
449,650,2,99,100,22597.099609375,145.46236100635608,2.1213203435596424,1.0,0
450,883,1,132,132,22572.43359375,,,1.0,0
451,218,4,29,32,22542.5107421875,2932.6535661084213,2.255158907206139,1.0,0
452,681,4,105,108,22533.87939453125,287.67765787568214,1.8856180831641265,1.0,0
453,247,326,34,359,22487.707249928106,5040.386226586813,2.0173821959147293,1.0,0
454,2014,2,331,332,22468.6572265625,4466.56566054664,1.8027756377319946,1.0,0
455,66,1,4,4,22445.341796875,,,1.0,0
456,536,1,80,80,22440.41796875,,,1.0,0
457,149,4,18,21,22392.56787109375,3660.6908341945577,2.277824772344243,1.0,0
458,1677,2,274,275,22388.7041015625,292.1745884911766,2.1213203435596424,1.0,0
459,1293,1,201,201,22371.1171875,,,1.0,0
460,2017,4,332,335,22352.11279296875,3102.984392907889,1.995216264700152,1.0,0
461,376,302,58,359,22348.797437655216,3732.661919086867,1.9026282960708052,1.0,0
462,1108,3,170,172,22310.731770833332,304.9714118963049,1.8036837781489825,1.0,0
463,9,360,0,359,22308.468842230905,2010.1552400824403,1.7396513972257521,1.0,0
464,636,2,97,98,22288.708984375,313.5107069727215,1.4577379737113252,1.0,0
465,198,4,25,28,22266.4755859375,2600.16778812132,2.2705912885091433,1.0,0
466,886,1,132,132,22253.693359375,,,1.0,0
467,1667,8,272,279,22253.15087890625,3509.2486959455814,1.9884785678684007,1.0,0
468,1096,3,167,169,22238.914713541668,429.35017872918434,1.7677669529663689,1.0,0
469,486,9,69,77,22231.86056857639,5365.695322449626,2.1362054566215822,1.0,0
470,546,1,82,82,22215.560546875,,,1.0,0
471,996,1,149,149,22199.478515625,,,1.0,0
472,1218,15,189,203,22174.372526041665,3466.044774359385,1.9524017989457305,1.0,0
473,1963,2,324,325,22159.58984375,4908.171799280755,1.70293863659262,1.0,0
474,2080,2,342,343,22155.326171875,276.3931252321558,2.23606797749979,1.0,0
475,1363,2,216,217,22139.3251953125,1620.2426575375293,2.0344259359555643,1.0,0
476,734,1,115,115,22132.857421875,,,1.0,0
477,2088,2,343,344,22124.064453125,4664.551416075077,1.70293863659262,1.0,0
478,179,2,22,23,22106.564453125,2783.3987858911,2.23606797749979,1.0,0
479,909,1,135,135,22106.046875,,,1.0,0
480,1812,18,298,315,22105.441080729168,3144.4899830709437,1.9817155579938344,1.0,0
481,2108,1,347,347,22103.20703125,,,1.0,0
482,1956,37,323,359,22101.73754222973,2798.1892116327454,2.252081946489416,1.0,0
483,969,1,145,145,22052.173828125,,,1.0,0
484,2078,18,342,359,22041.122612847223,3119.5123069178926,2.004433150788028,1.0,0
485,1470,4,239,242,22035.49462890625,1183.6052455473614,1.9165169160767184,1.0,0
486,1927,4,320,323,22033.10107421875,5096.032288844624,2.359793177104598,1.0,0
487,1569,1,256,256,22017.962890625,,,1.0,0
488,760,2,121,122,22007.294921875,413.566316510618,2.1213203435596424,1.0,0
489,421,1,64,64,21991.568359375,,,1.0,0
490,2003,1,330,330,21977.228515625,,,1.0,0
491,2075,1,341,341,21966.9765625,,,1.0,0
492,1966,36,324,359,21962.571343315973,3184.518798335358,2.2899735402022943,1.0,0
493,435,1,65,65,21901.224609375,,,1.0,0
494,1489,2,242,243,21884.65625,4684.444318567676,2.5,1.0,0
495,1378,1,219,219,21877.158203125,,,1.0,0
496,2156,1,356,356,21861.93359375,,,1.0,0
497,1841,1,303,303,21841.41796875,,,1.0,0
498,1600,4,262,265,21812.01220703125,3244.1054671086104,2.0895364778309076,1.0,0
499,172,12,21,32,21798.904215494793,6650.29426831996,1.7795942997424645,1.0,0
500,1712,50,282,331,21735.40640625,2604.743939102317,1.8550092319620433,1.0,0
